Review #,Brand,Variety,Style,Country,Stars,T,code
2935,Wei Lih,Handmade Noodle Chicken Flavor,Pack,Taiwan,3.5,,CHN
2930,Vedan,Wei Wei Premium Korean Spicy Beef Instant Noodle,Pack,Taiwan,1,,CHN
1119,Ko-Lee,Taste Sensation Instant Noodles Curry Flavour,Pack,UK,3.75,,GBR
370,Fuku,Superior Soup,Pack,Hong Kong,5,,HKG
124,Nissin,Yakisoba With Mayonnaise/Mustard Packet,Tray,Japan,5,,JPN
920,Shirakiku,Hot & Spicy Udon,Pack,United States,3,,USA
1333,Sakura Noodle,Chikara Brand Udon Oriental Flavor,Pack,United States,3.75,,USA
783,Nissin,Cup Noodles Salsa Picante Chicken,Cup,United States,3,,USA
1705,Premiere,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,4.5,,MYS
3598,Nissin,Demae Ramen Korean Style Spicy Flavour,Pack,Hong Kong,3.5,,HKG
2950,Nissin,Top Ramen Chili Flavor Ramen Noodle Soup (New Recipe),Pack,United States,3.5,,USA
2494,Nissin,Demae Ramen Korean Kimchi,Pack,Germany,3.5,,DEU
1849,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5,,MYS
2257,Fuku,Tom Yam Soup Instant Noodle,Pack,Hong Kong,2.25,,HKG
708,Wu Mu,Pork Flavor Ramen,Pack,Taiwan,2.75,,CHN
1936,Fortune,Rice Noodle Coconut Curry,Pack,United States,1,,USA
2917,Kiki,Noodles Mixed With Aged Vinegar,Pack,Taiwan,4.75,,CHN
2504,Nongshim,Shin Ramyun,Pack,South Korea,3,,KOR
2307,Ottogi,Ramyun Sabor Pollo,Pack,Mexico,4,,MEX
2489,Nissin,Cup Noodles Ente (Duck),Cup,Germany,3,,DEU
2898,Saikebon,Yakisoba Gourmet Orientale Classic,Pack,Italy,3.75,,ITA
514,Shirakiku,Sanukiya Fresh Spicy Ramen,Bowl,Japan,3,,JPN
446,Sao Tao,Noodle King Hong Koing Style Wonton,Bowl,Hong Kong,2.25,,HKG
1712,Sakurai Foods,Organic Miso Ramen,Pack,Japan,4.5,,JPN
2258,Kamfen,Instant Wonton Noodles Scallop Lobster Soup Flavour,Bowl,Hong Kong,4.25,,HKG
1644,Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2,,MYS
3430,Myojo,Ippeichan Potato Mayo Yakisoba,Tray,Japan,3.75,,JPN
2084,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5,,HKG
2313,Xiao Ban Mian,Sesame Oil With Garlic Flavor Thin Noodle,Pack,Taiwan,3.5,,CHN
3160,Mazendo,Noodles With Chili Mala Sauce,Pack,Taiwan,5,,CHN
2030,Myojo,Charumera Atyificial Tonkotsu Shouyu Flavor,Pack,Japan,3.75,,JPN
1214,Eat & Go,Rendang Beef Flavour Fried Instant Noodle,Cup,Indonesia,5,,IDN
2854,Kenko Foods,Michio Kawamura Sesame Sauce Ramen,Pack,Japan,3.5,,JPN
3414,Taim,Thai Noodles Beef Flavored,Cup,Israel,3.5,,ISR
1234,Sainsbury's,Barbecue Beef Flavour Instant Noodles,Pack,UK,2.75,,GBR
3302,7-Eleven / Nissin,Mouko Tanmen Nakamoto,Cup,Japan,4.25,,JPN
739,JML,Artificial Spicy Beef,Bowl,China,3.5,,CHN
223,Koka,Laksa Singapura,Bowl,Singapore,4.25,,SGP
2989,Mibena,Spicy Chicken,Pack,Ukraine,3.5,,UKR
1008,Ottogi,Sesame Flavor Noodle Bowl,Bowl,South Korea,3.5,,KOR
312,Lucky Me!,Supreme Bulalo Artificial Bone Marrow,Bowl,Philippines,1.75,,PHL
2814,Little Couples Q Noodle,Taiwan Sauce Taste,Pack,Taiwan,4.5,,CHN
2104,Wang,Rice Noodle Kimchi Flavor,Bowl,South Korea,4,,KOR
732,Indomie,Curly Noodle With Chicken Chilli Paddi,Pack,Indonesia,4.25,,IDN
2363,Samyang Foods,Buldak Bokkeummyun (New Packaging),Pack,South Korea,4,,KOR
367,Saigon Ve Wong,Kung Fu Artificial Chicken,Pack,Vietnam,3.25,,VNM
1086,Sawadee,Indian Curry Flavour,Pack,UK,3,,GBR
1549,Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5,,CAN
402,Sao Tao,Noodle King Scallop Thick,Bowl,Hong Kong,3,,HKG
990,Nissin,Pan Asian Kitchen Spicy Pad Thai,Tray,United States,2.75,,USA
2608,Nona Lim,Hakata Ramen + Thai Curry & Lime Broth,Pack,United States,5/2.5,,USA
1856,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5,,IDN
1889,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,2.75,,MMR
2468,Acecook,Dossari Yasai Chanpon,Cup,Japan,4.25,,JPN
3047,Samyang Foods,"10,000 SHU Hek Buldak Bokkeummyun (Nuclear Fire Noodle/2x)",Pack,South Korea,3.5,,KOR
2011,Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2,,AUS
1825,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,4.5,,CHN
2890,Nissin,U.F.O. Flaming Hot Seafood Flavour,Tray,Singapore,4.75,,SGP
2244,Kang Shi Fu,Artificial Spicy Beef Flavour,Pack,Hong Kong,3.75,,HKG
1988,MAMA,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.5,,MMR
1818,Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5,,JPN
208,Sao Tao,Ramen King Scallop Seafood,Pack,China,4.25,,CHN
599,Lucky Me!,Pancit Canton Extra Hot Chili,Pack,Philippines,4,,PHL
2159,La Moderna,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,Mexico,3.25,,MEX
99,Ve Wong,Kung Fu Artificial Onion,Pack,Taiwan,2.75,,CHN
2290,Nissin,Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,,HKG
3307,O'taste,Pho Rice Noodle HOT,Bowl,South Korea,5,,KOR
1404,Thai Choice,Instant Noodles Seafood Flavour,Cup,Thailand,4,,THA
3421,Samyang Foods,Aloha Bowl Noodle Soup Spicy Beef Flavor,Bowl,South Korea,4,,KOR
543,Menraku,Curry Udon,Bowl,Japan,4.75,,JPN
3820,Nissin,Cup Noodles Soy Sauce Shrimps,Cup,Germany,3.5,,DEU
748,Hosoonyi,Naengmyeon Combo,Bowl,United States,3.75,,USA
1800,Crystal Noodle,Soup All Natural Hot & Sour,Cup,United States,0.25,,USA
2967,Kenko Foods,Hot Dry Noodles,Pack,Japan,3.5,,JPN
769,Nissin,Cup Noodles Shrimp Picante Style,Cup,United States,3.25,,USA
1057,A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce,Pack,Taiwan,3.5,,CHN
3093,Sichuan Baijia,Green Curry Shrimp Flavor Instant Vermicelli,Pack,China,1,,CHN
2980,Sapporo Ichiban,Pokemon Seafood Noodles,Cup,Japan,3.5,,JPN
1732,Super,Seafood Flavour Noodles,Cup,Malaysia,3.25,,MYS
3604,Vi Huong,Pho Bo Artificial Beef Flavor Rice Noodles,Bowl,Vietnam,4.5,,VNM
3830,Itsuki,Hakata Ramen,Pack,Japan,5,,JPN
2837,Acecook,Sapporo Miso Shrimp Ramen,Cup,Japan,3.5,,JPN
2418,Myojo,Yomise No Yakisoba Karashi Mentaiko Flavor,Tray,Japan,4.5,,JPN
2921,Prima Taste,Singapore Prawn Soup Wholegrain LaMian,Pack,Singapore,5,,SGP
3920,Doll,Ramen Noodles Spicy Artificial Pork Flavour,Pack,Hong Kong,3.25,,HKG
2196,Mr. Lee's Noodles,Warrior Fighting Shrimp,Cup,UK,3.25,,GBR
3658,Samyang Foods,Buldak Tomato Pasta,Pack,South Korea,4,,KOR
105,Indomie,Special Fried Curly Noodle,Pack,Indonesia,5,,IDN
2211,Nissin,Disney Cuties Instant Noodle Roast Pork Flavour,Cup,Thailand,3,,THA
860,Baijia,Artificial Pickled Cabbage Fish,Pack,China,2.75,,CHN
151,Shirakiku,Japanese Style Tokusen Miso,Pack,Japan,3,,JPN
1134,Hi-Myon,Katsuo Udon,Pack,South Korea,4,,KOR
3228,MAMA,Oriental Kitchen Hot Korean Flavour,Pack,Thailand,3.5,,THA
3777,Mom's Dry Noodle,Scallion & Sichuan Pepper,Pack,Taiwan,5,,CHN
1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5,,THA
844,Maggi,2 Minute Noodles Perencah Asam Laksa,Pack,Malaysia,4,,MYS
1188,Chencun,Braised Pork Ribs,Cup,China,3,,CHN
2185,Nissin,Raoh Hot & Sour Ramen,Pack,Japan,5,,JPN
2575,Samyang Foods,Kimchi song Song Ramen,Pack,South Korea,4.75,,KOR
895,SuperMi,Sedaaap Mi Goreng,Pack,Indonesia,5,,IDN
3859,Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,4.5,,SGP
270,Wu Mu,Dried Noodle With BBQ Pork,Pack,Taiwan,2,,CHN
279,Rhee Bros Assi,Rice Noodles Seafood,Tray,South Korea,3.75,,KOR
2228,Nissin,Raoh Shoyu Ramen,Bowl,Japan,5,,JPN
1848,MyKuali,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,5,,MYS
2041,Master Kong,Tomato Sauce Instant Noodle,Pack,China,4.5,,CHN
1434,Maggi,Hot Cup Perisa Kari,Cup,Malaysia,3.5,,MYS
930,Maruchan,35% Less Sodium Beef,Cup,United States,3.5,,USA
2661,Maitri,Vegetarian Mie Goreng,Pack,Indonesia,5,,IDN
2333,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Pollo,Cup,Mexico,3.75,,MEX
1446,Myojo,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,Japan,4.5,,JPN
838,Sarimi,Soto Koya Gurih,Pack,Indonesia,4,,IDN
3803,iMee,Creamy Tom Yum Shrimp,Pack,Thailand,3.75,,THA
1496,Master Kong,Mianba Pork Ribs Flavor Instant Noodles,Pack,China,4.5,,CHN
2678,Maggi,Hot Heads Barbeque Pepper Noodles,Pack,India,0,,IND
3212,Marutai,Kagoshima Black Prok Tonkotsu,Pack,Japan,5,,JPN
2221,Nissin,Cup Noodle Seafood,Cup,Japan,4.5,,JPN
2473,Tokyo Noodle,Mini Instant Noodle Mild Curry Flavor,Pack,Japan,2,,JPN
645,Nongshim,Oolongmen Artificial Chicken,Cup,South Korea,3.75,,KOR
3342,EDO Pack,Sesame Oil Flavour,Pack,Hong Kong,3.75,,HKG
2745,Nissin,U. F. O. BIG Wasabi-Mayo Yakisoba,Tray,Japan,5,,JPN
1032,Mama,Authentic Thai Cuisine Pad Thai,Pack,Thailand,4,,THA
1495,Super,Instant Noodles Mee Goreng,Cup,Malaysia,3.75,,MYS
160,Myojo,Ramen Desse Soy Sauce,Bowl,Japan,1.5,,JPN
3498,Paldo,Sriracha Lobster Flavor King Noodle,Bowl,South Korea,3.75,,KOR
3365,Nissin,Cup Noodles Stir Fry Korean BBQ Flavor,Cup,United States,5,,USA
546,Yum Yum,Vegetable,Pack,Thailand,3.5,,THA
3898,Kolson,Noodle Doodle Fiery Chatpata Flavor,Cup,Pakistan,3,,PAK
1698,Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,United States,4,,USA
345,Myojo,Charumera Shoyu,Pack,Japan,3.5,,JPN
3092,Way Premium Foods,Authentic Penang Asam Laksa,Box,Malaysia,5,,MYS
3024,Nissin,Cup Nooldes Nice Pork Shoyu (New Version),Cup,Japan,5,,JPN
360,Nissin,Cup Noodles Hearty Chicken,Cup,United States,2.5,,USA
422,Vifon,Mi Lau Thai Thai Stle,Bowl,Vietnam,4,,VNM
2162,Tseng Noodles,Rice Noodle Seafood Laksa Flavour,Pack,Taiwan,5,,CHN
1803,Mama,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,4,,THA
2406,Sichuan Guangyou,Sweet Potato Instant Noodle Braised Spicy Chitterling Flavor,Pack,China,0.25,,CHN
1413,Chering Chang,Curry La-Men,Pack,Taiwan,5,,CHN
2223,KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,3.75,,SGP
650,Dragonfly,Artificial Chicken,Pack,China,4,,CHN
3850,Toei,NonCup Kitsune Udon,Pack,Japan,3.5,,JPN
3506,Mr. Lee's Noodles,Zen Garden Vegetables,Cup,UK,4.25,,GBR
2642,Myojo,Wakame Ramen,Bowl,Japan,3.5,,JPN
1124,Samyang Foods,Ganjjampong,Bowl,South Korea,4.25,,KOR
3716,Wang,Katsuo Udon,Bowl,South Korea,4.5,,KOR
3467,Sapporo Ichiban,Mentai Agodashi Shoyu Ramen,Bowl,Japan,3.75,,JPN
949,Ko-Lee,Instant Noodles Chicken ,Pack,UK,3.5,,GBR
798,Golden Wheat,South Korean Style Pork,Cup,China,3,,CHN
939,Pot Noodle,Sweet & Sour,Cup,UK,3.75,,GBR
2559,Jackpot Teriyaki,Beef Ramen,Pack,United States,5,,USA
590,Mama,Chand Clear Soup,Bowl,Thailand,3.5,,THA
1614,The Bridge,Penang White Curry Noodle,Pack,Malaysia,5,,MYS
1411,A-Sha Dry Noodle,Prince Katsu Snack Noodles,Pack,Taiwan,4,,CHN
1673,Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5,,CHN
567,Goku Uma,Soy Sauce,Bowl,Japan,3.5,,JPN
393,Kamfen,Dried Mix Noodles XO Sauce,Tray,China,2,,CHN
2213,Acecook,Oh! Ricey Pork Flavour,Pack,Vietnam,3.75,,VNM
2872,"Chongqing Suanlabao Food Co., Ltd.",Hot Pot Mala Seasoning & Sesame Oil Package,Tray,China,0.25,,CHN
946,Right Foods,Dr. McDougall's Vegan Chicken Ramen,Cup,United States,1.75,,USA
1767,Mama,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,4,,KHM
2293,Nissin,Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle,Pack,Hong Kong,5,,HKG
1029,Samyang Foods,Nagasaki Crab Jjampong,Pack,South Korea,5,,KOR
1037,Emart,Dare You Habanero Jjamppong,Pack,South Korea,4,,KOR
3435,Nissin,Cup Noodle Smoky & Spicy Sio,Cup,Japan,1.5,,JPN
1546,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,,HKG
2774,Nissin,Cup Noodle Yuzu,Cup,Japan,3.5,,JPN
2913,Vedan,Vedan Wei Wei Premium Stewed Beef Noodle Soup,Pack,Taiwan,5,,CHN
400,Nissin,Cup Noodles Seafood Curry,Cup,Hong Kong,4.25,,HKG
1771,JML,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,China,3.5,,CHN
1718,Vina Acecook,Hao Hao Sate Onion Flavour,Cup,Vietnam,2.5,,VNM
2128,Sapporo Ichiban,Taimeiken Yousyoku Yasangatsukutta Omumen,Cup,Japan,4,,JPN
194,Saigon Ve Wong,Kung Fu Instant Rice Noodles Artificial Chicken,Pack,Vietnam,3.5,,VNM
3551,Vite Ramen,Sichuan Chili Crisp PROTOTYPE,Pack,United States,2.75,,USA
2972,Bowlfull,Vegetable Flavour Instant Noodle Soup,Pack,Canada,0,,CAN
1045,Nissin,Chow Mein Chicken,Tray,United States,3.5,,USA
1450,Nissin,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,Singapore,5,,SGP
1347,Paldo,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,Pack,South Korea,4,,KOR
3517,Maruchan,Dining Champon Ramen,Bowl,Japan,4.75,,JPN
3540,Sapporo Ichiban,Double Wasabi Yakisoba,Tray,Japan,3.5,,JPN
3642,Itomen,Seafood Miso Ramen,Pack,Japan,3.25,,JPN
3529,Cao Is Starving,Dried Noodles Braised Chicken Flavor,Tray,China,4.25,,CHN
3390,Eight Field,Spicy Peanut Paste Noodle,Pack,Taiwan,5,,CHN
1508,Mamee,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,Malaysia,5,,MYS
906,Daddy,Kari 365 Curry Flavour,Pack,Malaysia,5,,MYS
2626,Nissin,Cup Noodles Mazedaar Masala,Cup,India,3.5,,IND
3562,Snapdragon,Miso Rice Ramen,Box,United States,3.5,,USA
1164,Mr. Noodles,Bowl Chicken Simulated Flavour,Bowl,Canada,2,,CAN
1908,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,,JPN
1426,Ottogi,Cheese Bokki,Bowl,South Korea,4,,KOR
661,Yamamoto,Ponpoko Tempura Soba,Bowl,Japan,4.25,,JPN
2182,MAMA,Instant Rice Vermicelli Clear Soup,Pack,Thailand,3.5,,THA
3386,Maruchan,Fire Yakisoba Spicy Beef Flavor,Tray,United States,2.25,,USA
1838,Vit's,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,Pack,Malaysia,4.5,,MYS
210,Rocket Brand,Satoimo Noodles,Pack,China,2.5,,CHN
659,Nissin,Ramen Bowl Spicy Shrimp,Bowl,United States,3,,USA
879,Song Hak,Rice Topokki,Bowl,South Korea,5,,KOR
2067,Samyang Foods,Fresh Jjajang,Pack,South Korea,4.5,,KOR
755,Nongshim,Udon ,Bowl,South Korea,4.25,,KOR
819,Maruchan,Tempura Soba,Pack,Japan,4,,JPN
1520,Yum Yum,Oriental Style Instant Noodles Wasabi Flavour,Pack,Thailand,3,,THA
609,Wei Wei,"""A"" Series Artificial Hot Beef",Pack,Taiwan,3.75,,CHN
3767,Itsuki,Yuzu Shio Yuzu Flavor Mellow Salt Ramen,Pack,Japan,2.5,,JPN
3795,Wai Wai,X-Press Noodles Vegetable Flavour,Pack,Serbia,2,,SRB
3781,Tapatio,Ramen Noodle Soup Chicken Flavor,Cup,United States,3.75,,USA
230,Lucky Me!,Supreme Instant Mami Noodles With Free Crackers,Bowl,Philippines,3.75,,PHL
1302,Mama,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,Thailand,5,,THA
470,Maruchan,Ramen Noodle Soup Chicken Mushroom,Pack,United States,3.25,,USA
3450,Taihodien,Green Chilli Paste Noodle,Pack,Taiwan,0,,CHN
1444,Maruchan,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,United States,3.5,,USA
1278,Ottogi,Ppushu Ppushu Noodle Snack Bulgogi Flavor,Pack,South Korea,3.25,,KOR
108,Teriyaki Time,Ramen,Bowl,United States,2,,USA
2563,Yamachan,Tokyo Shoyu Ramen,Pack,United States,5,,USA
3541,Sapporo Ichiban,Yokohama Tonkotsu Shoyu Ramen,Bowl,Japan,3.5,,JPN
1773,JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,4,,CHN
3059,Maruchan,Nanban Curry Soba,Bowl,Japan,2,,JPN
3249,Sapporo Ichiban,Pirikara Kenchin Udon,Bowl,Japan,2.5,,JPN
1714,Master Kong,Sichuan Hot Spicy Fish,Pack,China,3.75,,CHN
540,Nissin,Top Ramen Chicken,Pack,United States,3.25,,USA
3544,KOKA,Baked Multigrain Noodles Pepper Crab Flavour,Cup,Singapore,4,,SGP
633,Mr. Udon,Seafood Selection,Pack,South Korea,3.5,,KOR
1192,Wu-Mu,Ramen With Simmered Pork Flavor,Pack,Taiwan,3.75,,CHN
348,Paldo,Bowl Noodle Kimchi,Bowl,South Korea,3.5,,KOR
944,Wai Wai,Oriental Style Instant Noodles (Dry method),Pack,Thailand,3,,THA
1593,Nongshim,Tteokgukmyun,Pack,South Korea,4.25,,KOR
1620,Premiere,Gold Penang Asam Laksa Bihun,Pack,Malaysia,3.25,,MYS
1077,Deshome,Aloe Noodle Red Onion & Sesame Sauce,Pack,Taiwan,5,,CHN
3773,Ottogi,Mac & Tomato Spaghetti,Bowl,United States,3.75,,USA
1274,Wu-Mu,Shiitake Flavor Spinach Ramen,Pack,Taiwan,3.75,,CHN
2014,Oni Hot Pot,Ghost Pepper Noodle,Pack,Taiwan,4.5,,CHN
753,Nongshim,Soba,Pack,South Korea,4.25,,KOR
1414,Paldo,Cheese Ramyun (for US market),Pack,South Korea,5,,KOR
1322,Hi-Myon,Instant Noodle Udon Hot & Spicy,Pack,South Korea,4,,KOR
2651,Alhami,Mi Goreng Spesial,Pack,Indonesia,5,,IDN
2619,Liu Quan,Authentic Snail Rice Noodle,Bowl,China,3.25,,CHN
136,Mama,Shrimp Creamy Tom Yum,Pack,Thailand,5,,THA
2609,Nona Lim,Pad Thai Rice Noodles + Vietnamese Pho Broth,Pack,United States,4.5/5,,USA
2824,Nissin,Cup Noodle Chili Chili Chili Tomato,Cup,Japan,4,,JPN
508,Samyang,Beef,Cup,South Korea,3.75,,KOR
2192,Nyor Nyar,Penang White Curry Instant Noodle,Pack,Malaysia,5,,MYS
1857,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,United States,3.25,,USA
3320,Jongga,Instant Noodle Kimchi Ramen Hot & Spicy Flavor,Pack,South Korea,3.75,,KOR
73,Nissin,Demae Ramen Five Spices Artificial Beef,Pack,Japan,3.5,,JPN
92,Fashion Food,Tom Yum Seafood Creamy,Bowl,Thailand,2,,THA
3740,JML,Instant Noodle Artificial Mushroom Chicken Flavor,Bowl,China,3.75,,CHN
3943,Sunaoshi,Small Shrimp Tensoba,Cup,Japan,3.5,,JPN
100,Unif / Tung-I,Artificial Chinese Beef,Pack,Taiwan,2.85,,CHN
3272,Kenko Foods,Health Shoyu Ramen,Pack,Japan,4.25,,JPN
1359,Mamee,Chef Curry Laksa Flavour,Cup,Malaysia,5,,MYS
2352,Uni-President,Minced Pork Flavor Instant Noodles,Pack,Taiwan,1.25,,CHN
3656,Myojo,Tamen Vegetarian Shoyu,Pack,United States,4,,USA
2331,Nissin,Cup Noodles Sopa Nissin Hot Sauce Sabor A Pollo,Cup,Mexico,4,,MEX
1812,Master Kong,Mushroom Instant Noodle,Bowl,China,4.25,,CHN
1420,Maruchan,I Want To Eat Ramen Shio,Pack,Japan,3.75,,JPN
3674,Noodles Accompanied By Happiness,Red Oil Sesame Paste,Pack,Taiwan,4.5,,CHN
3603,ABC President,Selera Pedas Spicy Stir Fry Cheese Noodles,Pack,Indonesia,4.75,,IDN
2287,Master Kong,Artificial Abalone Crab Flavor Instant Noodle,Pack,China,0,,CHN
1370,Papa,Oriental Style Instant 'Kua-Chap',Pack,Thailand,3.25,,THA
1874,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5,,MYS
287,Paldo,King Cup Lobster,Cup,South Korea,3.75,,KOR
1963,Kabuto Noodles,Rice Noodles Vegetable Laksa,Cup,UK,3.75,,GBR
1966,Wei Lih,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,3.75,,CHN
2834,Wei Lih,Good Good Eat Mexican Spicy Flavor Noodle Snack,Pack,Taiwan,3.25,,CHN
2852,Sapporo Ichiban,Nagasaki Chinatown Chanpon,Bowl,Japan,4,,JPN
2690,Village Vanguard,No Men,Pack,Japan,4.25,,JPN
2145,Dream Kitchen,Tonkotsu,Cup,United States,2.75,,USA
1625,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5,,THA
3763,Nongshim,Miso Tofu Noodle Soup,Cup,United States,1.75,,USA
1300,Samyang Foods,Red Nagasaki Jjampong,Pack,South Korea,5,,KOR
2928,Nissin,Cup Noodles Light Spicy Seafood Flavour,Cup,Hong Kong,3.25,,HKG
2987,Tapatio,Ramen Noodle Soup Beef Flavor,Bowl,United States,4.25,,USA
1388,Paldo,Barbecue Ramyun (Prototype),Pack,South Korea,3.75,,KOR
1611,Lucky Me!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,4,,PHL
2551,KOKA,Signature Tom Yum Flavor Instant Noodles,Pack,Singapore,4,,SGP
2749,Maruchan,Bariuma Goboten Udon,Bowl,Japan,0,,JPN
3601,ABC President,Selera Pedas Spicy Stir Fry Beef Noodles,Pack,Indonesia,5,,IDN
1679,Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,,CHN
1544,Thai Pavilion,Pad Thai Instant rice Noodles & Sauce,Tray,United States,1.5,,USA
1248,Wu-Mu,Beef Flavour Tomato Ramen,Pack,Taiwan,4,,CHN
2345,Sempio,Clam Flavor Soup Kal-guksu,Pack,South Korea,5,,KOR
2844,Vedan,Jhen Mian Tang Dry Noodles With Soy Bean Sauce,Pack,Taiwan,4,,CHN
1200,Men-Sunaoshi,Tonkotsu Ramen,Pack,Japan,3.75,,JPN
2306,Nissin,Demae Iccho Black Garlic Oil Tonkotsu Flavour Instant Noodles,Cup,Hong Kong,4,,HKG
2471,Nissin,Cup Noodles Mini Seafood Flavour,Cup,Hong Kong,5,,HKG
1579,Curry Prince,Penang Authentic White Curry Noodle,Pack,Malaysia,4,,MYS
3344,Nissin Miojo,Nissin Lamen Frang Com Alho,Pack,Brazil,3.5,,BRA
1000,Maruchan,Yakisoba Beef Taco Flavor,Tray,United States,4.25,,USA
871,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4,,CHN
3235,Myojo,Scrambled Egg Udon,Bowl,Japan,3.5,,JPN
3327,Ramen Hero,Spicy Shoyu Tonkotsu Ramen,Pack,United States,5,,USA
2380,Pulmuone,Non-Fried Ramyun With Spicy Beef Broth,Pack,South Korea,3.75,,KOR
26,Nissin,Soba Noodles With Mayo Mustard Squirt,Pack,Japan,4,,JPN
2261,Tablemark,Tohokuno Aji Yonezawa Ramen,Bowl,Japan,4,,JPN
1745,Unox,Good Noodles Kerrie,Pack,Netherlands,3.5,,NLD
85,Nissin,Demae Ramen Sesame,Pack,Japan,3.75,,JPN
262,Vina Acecook,Daily Beef Ball,Pack,Vietnam,3.75,,VNM
1389,Tiger Tiger,Traveller's Choice Thai Red Curry Flavour Instant Noodles,Pack,UK,1.75,,GBR
734,Indomie,Mi Goreng Rasa Ayam Panggang Jumbo (Local),Pack,Indonesia,5,,IDN
68,Wei Lih,Jah Jan Mien Instant Noodle With Fried Soybean Paste,Pack,Taiwan,4,,CHN
3194,Rooster,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,1.5,,CAN
1038,Itomen,Chanponmen,Pack,Japan,4.25,,JPN
260,Nissin,Bowl Noodles Hot & Spicy Shrimp,Bowl,United States,3.5,,USA
2681,TableMark,Homerun-Ken Vegetable Tanmen,Bowl,Japan,3.75,,JPN
3793,Sutharos,Organic Ywllow Curry Thai Cooking Set,Box,Thailand,5,,THA
2086,Nissin,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,4.5,,HKG
723,Indomie,Mi Goreng Barbecue Chicken,Pack,Indonesia,5,,IDN
2982,Samyang Foods,Big Bowl Chicken,Bowl,South Korea,4,,KOR
3216,Sapporo Ichiban,Small Fried Shrimp Soba,Cup,Japan,2.5,,JPN
908,Sapporo Ichiban,Original Flavor,Cup,United States,3.5,,USA
888,Yamachan,Nagasaki Sara Udon Chicken ,Pack,United States,4.25,,USA
690,Maruchan,Yakisoba Savory Soy Sauce,Tray,United States,3.75,,USA
1703,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,,THA
139,Kamfen,Noodle King Beef,Pack,China,1.75,,CHN
202,Nongshim,Bowl Noodle Cabbage Kimchi,Bowl,United States,3.25,,USA
2254,Nissin,Disney Cuties Instant Noodle Seaweed Flavour,Cup,Thailand,3,,THA
537,Mama,Pad Kee Mao Drunken,Pack,Thailand,2,,THA
157,Nissin,Sotanghon,Cup,Philippines,2,,PHL
2819,World O Noodle,Asam Laksa Flavour Instant Noodles,Pack,Malaysia,3.75,,MYS
